apellidosnombre;;;edad;;;procedencia;;;oficio;;;lugarfallecimiento;;;fechafallecimiento
González Gabriel, Indalecio;;;22;;;Santa Cruz de la Zarza (Toledo);;;-;;;Gusen (Austria);;;9 de diciembre de 1941
González Galdeano, Antonio;;;23;;;Salobreña (Granada);;;-;;;Gusen;;;10 de diciembre de 1941
González Galera, Juan;;;22;;;Barcelona;;;-;;;Gusen;;;30 de noviembre de 1941
González Gallego, Faustino;;;22;;;Madrid;;;-;;;Gusen;;;28 de noviembre de 1942
González García, Valentín;;;27;;;Madrid;;;-;;;Hartheim;;;24 de septiembre de 1941
González Giménez, Leónidas;;;25;;;Arévalo (Avila);;;-;;;Gusen (Austria);;;23 de julio de 1942
González Ginés, Ginés;;;23;;;Murcia;;;-;;;Mauthausen - campo exterminio nazi - Austria;;;20 de enero de 1941
González González, Cándido;;;32;;;Bronchales (Teruel);;;-;;;Gusen;;;19 de marzo de 1942
González González, Elpidio;;;41;;;Palacios del Sil (León);;;-;;;Gusen (Austria);;;24 de septiembre de 1941
González Hurtado, Tómas;;;35;;;Fuenlabrada (Madrid);;;-;;;Gusen;;;1 de enero de 1942
González Imbernón, Antonio;;;33;;;Las Navas de la Concepción;;;-;;;Gusen;;;3 de noviembre de 1941
González León, Juan;;;39;;;Lucena (Córdoba);;;-;;;Gusen;;;11 de enero de 1942
González León, Manuel;;;32;;;Lucena (Córdoba);;;-;;;Gusen;;;25 de noviembre de 1941
González López. José;;;29;;;Motril (Granada);;;-;;;Gusen;;;5 de noviembre de 1942
González Lozano, Juan;;;55;;;Ribera del Fresno (Badajoz);;;-;;;Gusen;;;18 de agosto de 1941
González Márquez, Andrés;;;33;;;Guadalix de la Sierra (Madrid);;;-;;;Gusen (campo exterminio) Austria;;;21 de noviembre de 1941
González Martín, Santiago;;;24;;;Navalmoral de la Mata (Cáceres);;;-;;;Gusen;;;29 de noviembre de 1941
González Menéndez, Felipe;;;25;;;Madrid;;;-;;;Gusen;;;26 de abril de 1942
González Muñoz, Javier;;;23;;;Fuente de Cantos (Badajoz);;;-;;;Gusen;;;18 de octubre de 1941
González Pablo, Nicomedes;;;44;;;Nerva (Huelva);;;-;;;Gusen;;;22 de agosto de 1941
González Pérez, Tomás;;;36;;;Lillo (Toledo);;;-;;;Gusen (Austria);;;25 de julio de 1942
Gonzalez Perujo, Juan;;;24;;;La Línea de la Concepción;;;-;;;Mauthausen;;;12 de febrero de 1942
González Posada, Juan;;;22;;;Montefrío (Granada);;;-;;;Gusen;;;15 de enero de 1942
González Prada, Isauro;;;22;;;Castro Caldelas (Ourense);;;-;;;Castro Caldelas (Ourense);;;2 de noviembre de 1941
González Quero, Antonio;;;26;;;Porcuna (Jaén);;;-;;;Gusen;;;6 de noviembre de 1941
González Ramallo, Diego;;;22;;;Vera (Almería);;;-;;;Gusen;;;14 de abril de 1945
González Regueiro, José;;;34;;;Paderne-Viñas ;;;-;;;Gusen;;;26 de septiembre de 1941
González Ribera, Claudiol;;;46;;;Padilla del Duero-Peñafiel (Valladolid);;;-;;;Gusen;;;25 de julio de 1941
González Ribera, José;;;25;;;Calera y Chozas (Toledo);;;-;;;Gusen (Austria);;;17 de noviembre de 1941
González Rol, Antonio;;;35;;;Madroñera (Cáceres);;;-;;;Gusen;;;12 de agosto de 1941
González Romero, Cristóbal;;;35;;;Cárchel-Cárcheles (Jaén);;;-;;;Gusen (Austria);;;16 de noviembre de 1942
González Salmerón, Justo;;;0;;;Albacete;;;-;;;Gusen (Austria);;;1 de octubre de 1941
González Sánchez, Felipe;;;28;;;Mijares (Ávila);;;-;;;Diez;;;3 de julio de 1943
González Sánchez, Joaquin;;;39;;;Hornachos (Badajoz);;;-;;;Hartheim;;;17 de diciembre de 1941
González Santamaría, Elías;;;58;;;Estépar (Burgos);;;-;;;Hartheim (Austria);;;10 de febrero de 1942
González Sierra, José;;;32;;;Tabernas (Almería);;;-;;;Hartheim;;;2 de febrero de 1942
González Sirvent, José;;;35;;;Elda (Alicante);;;-;;;Gusen;;;18 de septiembre de 1941
González Toledano, Fabián;;;24;;;Obejo (Córdoba);;;-;;;Gusen (campo exterminio) Austria;;;15 de enero de 1942
González Vázquez, José;;;0;;;Quintela ? (Pontevedra);;;-;;;Gusen (Austria);;;18 de enero de 1942
González Vilches, Antonio;;;29;;;Motril (Granada);;;-;;;Gusen;;;12 de enero de 1942
González Villalba, Francisco;;;40;;;Palma del Río (Córdoba);;;-;;;Gusen;;;3 de julio de 1941
González Zarzoza, Antonio;;;36;;;Torquemada (Palencia);;;-;;;Gusen;;;1 de enero de 1942
González, Eulogio;;;27;;;Páramo del Sil (León);;;-;;;Buchenwald (Alemania) ? desaparecido;;;2 de marzo de 1945
González, Giménez, José;;;36;;;Ronda (Málaga);;;-;;;Gusen;;;29 de noviembre de 1941
Gonzalo Alonso, Julio;;;26;;;Madrid;;;-;;;Gusen;;;25 de mayo de 1944
Gonzalo Navarrete, Daniel;;;38;;;Camarena de la Sierra (Teruel);;;-;;;Gusen;;;31 de enero de 1942
Gonzalvo Ruesgas, Mariano;;;39;;;Gallur (Zaragoza);;;-;;;Gusen;;;4 de septiembre de 1941
Gonzalvo Sánchez, Santiago;;;35;;;Cañamero (Cáceres);;;-;;;Mauthausen;;;15 de abril de 1943
Gordo, Doroteo;;;31;;;Madrid;;;-;;;Buchenwald ?;;;19 de enero de 1944 ?
Gordón Márquez, Francisco;;;41;;;Guadalcanal (Sevilla);;;-;;;Gusen;;;16 de agosto de 1941
Gordún Trullenque, Andrés;;;46;;;Zuera (Zaragoza);;;-;;;Dachau;;;25 de abril de 1945
Gorga Borrás, Ramón;;;50;;;Poboleda (Tarragona);;;-;;;Gusen;;;9 de octubre de 1941
Gotarredona Serra, Severo;;;29;;;Valencia;;;-;;;Mauthausen;;;17 de julio de 1942
Goya Diosdado, Antonio;;;41;;;Fuente de Cantos (Badajoz);;;-;;;Gusen;;;8 de noviembre de 1942
Gracia Abuelo, Jesús;;;56;;;Mediana de Aragón (Zaragoza);;;-;;;Gusen;;;15 de marzo de 1941
Gracia Bolea, Timoteo;;;43;;;Alcalá del Obispo (Huesca);;;-;;;Gusen - Campo de concentración (Austria);;;11 de noviembre de 1941
Gracia Casabona, Lorenzo;;;18;;;Mediana de Aragón (Zaragoza);;;-;;;Hartheim;;;19 de diciembre de 1941
Gracia Cestero, Manuel;;;27;;;Villarroya de la Sierra (Zaragoza);;;-;;;Gusen;;;9 de diciembre de 1941
Gracia Félez, Francisco;;;46;;;Alcorisa (Teruel);;;-;;;Gusen;;;29 de julio de 1941
Gracia Gonzalvo, José;;;25;;;Gallur (Zaragoza);;;-;;;Gusen;;;28 de diciembre de 1941
Gracia Herrando, Rudesindo;;;41;;;Loscos (Teruel);;;-;;;Gusen;;;8 de noviembre de 1941
Gracia Lacosta, Francisco;;;31;;;Bolea-La Sotonera (Huesca);;;-;;;Gusen - Campo de concentración (Austria);;;19 de noviembre de 1941
Gracia Lafaja, Tomás;;;39;;;Urrea de Gaén (Teruel);;;-;;;Gusen;;;3 de abril de 1941
Gracia Martínez, José;;;39;;;Aguilón (Zaragoza);;;-;;;Mauthausen;;;7 de diciembre de 1940
Gracia Pardo, Valentín;;;31;;;Biota (Zaragoza);;;-;;;Gusen;;;10 de diciembre de 1941
Gracia Romani, Miguel;;;40;;;Huesa (Teruel);;;-;;;Gusen;;;15 de enero de 1942
Gracia Sánchez, Manuel;;;25;;;San Miguel de Salinas (Alicante/Alacant);;;-;;;Gusen;;;5 de diciembre de 1941
Gracia Sasal, José;;;53;;;Senegüé-Sabiñánigo (Huesca);;;-;;;Gusen - Campo de concentración (Austria);;;9 de abril de 1941
Gramage Martínez, Rosendo;;;29;;;Mogente/Moixent (Valencia);;;-;;;Gusen;;;19 de enero de 1942
Granado Rangel, Isidoro;;;33;;;El Real de la Jara ;;;-;;;Gusen;;;1 de noviembre de 1941
Granados Iglesias, José;;;32;;;Madrid;;;-;;;Seyr;;;4 de febrero de 1943
Granados Murias, Emilio;;;24;;;Madrid;;;-;;;Gusen;;;21 de diciembre de 1941
Granados Ortiz, Francisco;;;37;;;Istán (Málaga);;;-;;;Hartheim (Austria);;;19 de diciembre de 1941
Granados Ortiz, Gonzalo;;;45;;;Istán (Málaga);;;-;;;Gusen (Austria);;;26 de octubre de 1941
Grande Giménez, Pedro;;;26;;;Jódar (Jaén);;;-;;;Gusen (Austria);;;16 de febrero de 1942
Grande Segarra, Manuel;;;29;;;Sevilla (Sevilla);;;-;;;Gusen;;;23 de noviembre de 1941
Grañena Molins, Manuel;;;30;;;Flix (Tarragona);;;-;;;Dachau;;;8 de diciembre de 1942
Granero  López, Miguel;;;22;;;Castril (Granada);;;-;;;Gusen;;;13 de noviembre de 1941
Grano Alsina, Joan;;;24;;;Barbens;;;-;;;Mauthausen (Gusen) - Austria - campo nazi;;;13 de noviembre de 1941
Grano Sala, Pedro;;;29;;;Bellpuig (Lleida);;;-;;;Gusen;;;26 de enero de 1942
Gras Ferré, Jorge;;;29;;;Tarragona;;;-;;;Gusen (Austria);;;9 de diciembre de 1941
Gras Puigmartí, Juan;;;44;;;Sant Llorenç Savall (Barcelona);;;-;;;Gusen;;;21 de noviembre de 1941
Gras Reverter, Pedro;;;34;;;Sant Carles de la Rápita (Tarragona);;;-;;;Gusen;;;26 de agosto de 1941
Grasot Grive, Juan;;;32;;;Barcelona;;;-;;;Gusen;;;31 de marzo de 1941
Grau Guinovart, Martín;;;37;;;El Morell (Tarragona);;;-;;;Gusen;;;1 de diciembre de 1941
Grau Ibáñez, Francisco;;;25;;;Alcoi (Alicante);;;-;;;Gusen (Austria);;;12 de mayo de 1942
Grau Palau, Victoriano;;;36;;;Reus (Tarragona);;;-;;;Gusen (Austria);;;20 de junio de 1941
Grau Roca, Ricardo;;;44;;;Benissanet (Tarragona);;;-;;;Gusen;;;4 de febrero de 1942
Griffon Simeón, Carlos;;;39;;;Barcelona;;;-;;;Weimar;;;ene-45
Grueso Muñoz, José;;;31;;;Azuaga (Badajoz);;;-;;;Gusen;;;7 de junio de 44
Guadix Mansilla, Antonio;;;35;;;Pinos Puente (Granada);;;-;;;Gusen;;;19 de noviembre de 1941
Guarch Lombarte, Orencio;;;29;;;Monroyo (Teruel);;;-;;;Gusen;;;12 de enero de 1942
Guardia Bonet, José;;;28;;;Terrassa (Barcelona);;;-;;;Gusen;;;14 de enero de 1942
Guardia Fernández, Pedro;;;39;;;Valencia;;;-;;;Buchenwald ?;;;31 de julio de 1944 ?
Guardiola Quiles, Alejandro;;;25;;;Barcelona;;;anarquista;;;Gusen;;;25 de diciembre de 1941
Guardiola Quiles, Antonio;;;25;;;Barcelona;;;-;;;Gusen;;;25 de diciembre de 1941
Guardiola Santa, Luis;;;33;;;Monóvar (Alacant);;;-;;;Gusen;;;2 de septiembre de 1941
Güerguis Alamarza, Alfonso;;;30;;;Barcelona;;;-;;;Mauthausen;;;9 de noviembre de 1941
Guerra García, Manuel;;;24;;;Lora del Río (Sevilla);;;-;;;Mauthausen;;;24 de septiembre de 1942
Guerra González,Antonio;;;27;;;Écija (Sevilla);;;-;;;Gusen;;;8 de noviembre de 1941
Guerrero Cansino, Miguel;;;31;;;Carratraca (Málaga);;;-;;;Gusen;;;25 de diciembre de 1941
Guerrero Gale, Honorato;;;27;;;Sos del Rey Católico (Zaragoza);;;-;;;Gusen;;;15 de agosto de 1942
Guerrero Gale, Robustiano;;;26;;;Sos del Rey Católico (Zaragoza);;;-;;;Dachau;;;18 de enero de 1943
Guerrero Manchero, Justo;;;32;;;Urda (Toledo);;;-;;;Gusen (Austria);;;13 de noviembre de 1941
Guerrero Reyes, Antonio;;;22;;;Estepona (Málaga);;;-;;;Gusen;;;6 de noviembre de 1941
Guerrero Rodríguez, Miguel;;;44;;;Ronda (Málaga);;;-;;;Gusen;;;11 de enero de 1942
Guerrero Rondón, Manuel;;;36;;;Alhendín (Granada);;;-;;;Gusen;;;4 de febrero de 1942
Guerrero Vivancos, Juan;;;28;;;Fuente Alamo (Murcia);;;-;;;Hartheim;;;26 de septiembre de 1941
Guerri Bonastre, Florencio;;;34;;;Maella (Zaragoza);;;-;;;Gusen;;;16 de noviembre de 1941
Gues Vidal, Pablo;;;21;;;Anglesola (Lleida);;;-;;;Gusen;;;15 de diciembre de 1941
Guevara Molina. Francisco;;;32;;;Purchena (Almería);;;-;;;Gusen;;;15 de noviembre de 1941
Guijarro Écija, Andrés;;;33;;;Salmerón (Guadalajara);;;-;;;Hartheim;;;29 de septiembre de 1941
Guijarro Sánchez, Lucio;;;28;;;Villarrubia de Santiago (Toledo);;;-;;;Gusen (Austria);;;17 de diciembre de 1941
Guijo González, Juan;;;30;;;Pozoblanco (Córdoba);;;-;;;Gusen;;;13 de noviembre de 1941
Guillamón Saborit, Cristóbal;;;41;;;Barcelona;;;-;;;Gusen;;;30 de diciembre de 1941
Guillamont Ballve, Antonio;;;37;;;Barcelona;;;-;;;Gusen;;;4 de agosto de 1941
Guillén Clavería, Pedro;;;37;;;Barcelona;;;-;;;Gusen;;;7 de diciembre de 1941
Guillén Comas, Francisco;;;32;;;Borriana (Castellón/Castelló);;;-;;;Gusen;;;15 de noviembre de 1941
Guillén Rodríguez, José;;;22;;;Monteagudo;;;-;;;Hartheim;;;16 de octubre de 1942
Guillén Rubio, Vicente;;;31;;;Alacant/Alicante;;;-;;;Gusen -campo exterminio (Austria);;;14 de noviembre de 1941
Guinot Moliner, José;;;20;;;Onda (Castellón/Castelló);;;-;;;Gusen;;;29 de noviembre de 1941
Guinovart Rabasa, Ramón;;;26;;;La Selva del Camp (Tarragona);;;-;;;Gusen;;;23 de diciembre de 1942
Guirao Carbonero, Pedro;;;33;;;Almaciles-Puebla de Don Fadrique (Granada);;;-;;;Gusen;;;22 de marzo de 1942
Guisset, Francesc Josep;;;0;;;Maçanet de Cabrenys (Girona);;;-;;;Neuengamme - Alemania - campo nazi;;;00
Guitart Pérez, José;;;47;;;Tortosa (Tarragona);;;-;;;Gusen;;;27 de noviembre de 1941
Gutiérrez García, Francisco;;;30;;;Alcalá la Real (Jaén);;;-;;;Gusen;;;16 de noviembre de 1941
Gutiérrez Heras, Atanasio;;;30;;;Los Alares (Toledo);;;-;;;Gusen (Austria);;;9 de julio de 1942
Gutiérrez López, Manuel;;;30;;;Granja de Torrehermosa (Badajoz);;;-;;;Gusen;;;5 de diciembre de 1941
Gutiérrez Manzano, Benito;;;34;;;Castrojeriz (Burgos);;;-;;;Gusen (Austria);;;4 de octubre de 1941
Gutiérrez Mije, Abad;;;27;;;Almendralejo (Badajoz);;;-;;;Gusen;;;7 de diciembre de 1941
Gutiérrez Olavarría, José;;;44;;;Peñacastillo-Santander (Cantabria);;;-;;;Gusen;;;19 de septiembre de 1941
Gutiérrez Perea, Juan;;;35;;;Benamargosa (Málaga);;;-;;;Gusen;;;15 de octubre de 1941
Gutiérrez Pérez, Pedro;;;55;;;Santa María Rivarredonda (Burgos);;;-;;;Gusen;;;18 de septiembre de 1941
Gutiérrez Prieto, Atanasio;;;35;;;Madrid;;;-;;;Gusen;;;9 de enero de 1942
Gutiérrez Sánchez, Juan;;;29;;;Menasalbas (Toledo);;;-;;;Gusen (Austria);;;17 de enero de 1942
Gutiérrez Sánchez, Ricardo;;;36;;;La Unión (Murcia);;;-;;;Gusen (campo exterminio) Austria;;;31 de octubre de 1941
Gutiérrez Sebastián, Alejo;;;36;;;Madrid;;;-;;;Gusen;;;7 de diciembre de 1941
Gutiérrez, Manuel;;;28;;;Barcelona;;;-;;;Buchenwald;;;11 de junio de 1944
Guzmán Giménez, Diego;;;28;;;Mancha Real (Jaén);;;-;;;Gusen;;;7 de noviembre de 1941
Guzmán Jaime, Antonio;;;28;;;Salar (Granada);;;-;;;Gusen;;;7 de diciembre de 1941
Hareu Salva, José;;;36;;;Canet de Mar (Barcelona);;;-;;;Gusen;;;9 de noviembre de 1941
Haro González, Salvador de;;;29;;;Portman-La Unión (Murcia);;;-;;;Gusen (campo exterminio) Austria;;;11 de enero de 1942
Harte, Cipriano;;;24;;;Granada;;;-;;;Hersbruck (Alemania);;;8 de noviembre de 1944
Hato González, José;;;41;;;Calasparra (Murcia);;;-;;;Dachau (campo nazi);;;14 de mayo de 1943
Hefler, Enmanuel;;;61;;;Santoña (Cantabria);;;-;;;Bergen-Belsen;;;5 de febrero de 1945
Henando Hernando, Lucio;;;27;;;Madrid;;;-;;;Mauthausen;;;7 de marzo de 1944
Henríquez Pérez, Domingo;;;28;;;Santa Cruz de la Palma (La Palma) Canarias;;;Estudiante de Medicina;;;Gusen (Austria) - campo de exterminio nazi;;;7 de noviembre de 1941
Heppe Pérez, Antonio;;;36;;;Bilbao (Vizcaya);;;-;;;Gusen - campo nazi;;;31 de marzo de 1943
Heras Gómez, Francisco;;;25;;;Rentería/Errenteria (Guipuzkoa);;;-;;;Gusen - campo nazi;;;29 de septiembre de 1941
Heras Rubio, Antonio;;;24;;;Zaragoza;;;-;;;Mauthausen;;;26 de junio de 1944
Heredia Alemán, Manuel;;;23;;;Almería;;;-;;;Gusen (Austria);;;7 de septiembre de 1941
Heredia Ramón, Antonio;;;26;;;Vélez-Rubio (Almería);;;-;;;Gusen;;;25 de octubre de 1941
Heredia Romero, Bernabé;;;26;;;Mazarrón (Murcia);;;-;;;Gusen (campo exterminio) Austria;;;13 de julio de 1941
Hereu Dalmau, Jacinto;;;34;;;Canet de Mar (Barcelona);;;-;;;Gusen;;;24 de diciembre de 1941
Hermosilla Rubio, Cecilio;;;27;;;Cartagena (Murcia);;;-;;;Gusen (campo exterminio) Austria;;;5 de diciembre de 1941
Hernández Alvarez, Santiago;;;25;;;Otero de Bodas (Zamora);;;-;;;Hartheim (Austria);;;23 de septiembre de 1941
Hernández Ayague, Alejandro;;;34;;;Medina del Campo (Valladolid);;;-;;;Gusen;;;23 de diciembre de 1941
Hernández Barrigón, Fidel;;;28;;;Madrid;;;-;;;Gusen;;;15 de mayo de 1943
Hernández Bravo, Anselmo;;;32;;;Valverde de Leganés (Badajoz);;;-;;;Gusen;;;7 de marzo de 1943
Hernández Cebrián, Tomás;;;31;;;Tembleque (Toledo);;;-;;;Gusen (Austria);;;30 de noviembre de 1941
Hernández Cueva, Pascual;;;25;;;Benalúa (Granada);;;-;;;Gusen;;;26 de marzo de 1943
Hernández Díez, Félix;;;38;;;Siete Iglesias de Trabancos (Valladolid);;;-;;;Gusen (Austria);;;13 de mayo de 1942
Hernández Domínguez, Eugenio;;;42;;;Polán (Toledo);;;-;;;Gusen (Austria);;;1 de diciembre de 1941
Hernández Escamilla, Luis;;;31;;;Utiel (Valencia);;;-;;;Mauthausen (Austria);;;7 de marzo de 1944
Hernández Escanes, José;;;42;;;Carboneras (Almería);;;-;;;Gusen (campo exterminio) Austria;;;19 de agosto de 1941
Hernández Estache, César;;;32;;;Alborge (Zaragoza);;;-;;;Mauthausen;;;5 de octubre de 1944
Hernández García, Agustín;;;24;;;Zújar (Granada);;;-;;;Gusen;;;14 de enero de 1942
Hernández García, Antonio;;;27;;;Torremocha (?) (Teruel);;;-;;;Gusen (Austria);;;28 de noviembre de 1941
Hernández García, Ginés;;;41;;;Mazarrón (Murcia);;;-;;;Gusen (campo exterminio) Austria;;;23 de septiembre de 1941
Hernández García, Ladislao;;;35;;;Pozaldez (Valladolid);;;-;;;Gusen;;;30 de octubre de 1941
Hernández García, Serafín;;;33;;;Torremocha (?) (Teruel);;;-;;;Gusen (Austria);;;15 de octubre de 1941
Hernández Gil, Manuel;;;34;;;Utrera (Sevilla);;;-;;;Gusen (Austria);;;6 de diciembre de 1941
Hernández González, Casildo;;;34;;;Fuente de Cantos (Badajoz);;;-;;;Gusen;;;16 de septiembre de 1941
Hernández González, Nicolás;;;35;;;La Orotava (Tenerife);;;-;;;Gusen (Austria);;;9 de noviembre de 1941
Hernández Hernández, Andrés;;;38;;;Mazarrón (Murcia);;;-;;;Gusen (campo exterminio) Austria;;;4 de agosto de 1941
Hernández Izquierdo, Julio;;;34;;;Guadalajara;;;-;;;Gusen (Austria);;;21 de diciembre de 1941
Hernández Lanzadera, Francisco;;;26;;;Madrid;;;-;;;Hartheim;;;9 de septiembre de 1941
Hernández López, Telesforo;;;28;;;Madrid;;;-;;;Flossenbürg;;;27 de diciembre de 1944
Hernández Martín, Antonio Manuel;;;40;;;San Muñoz (Salamanca);;;-;;;Weimar (Alemania);;;26 de diciembre de 1944
Hernández Moreno, Juan;;;24;;;Tobarra (Albacete);;;-;;;Gusen;;;25 de agosto de 1942
Hernández Pelegrín, Juan;;;24;;;Algezares (Murcia);;;-;;;Gusen (campo exterminio) Austria;;;6 de noviembre de 1941
Hernández Pérez, Manuel;;;30;;;San Pedro del Pinatar (Murcia);;;-;;;Gusen (campo exterminio) Austria;;;14 de enero de 1942
Hernández Pujante, José;;;37;;;Molina de Segura (Murcia);;;-;;;Gusen (campo exterminio) Austria;;;2 de diciembre de 1941
Hernández Rodríguez, Antonio;;;33;;;Berlanga (Badajoz);;;-;;;Gusen (Austria);;;12 de enero de 1942
Hernández Ruiz, Tomás;;;26;;;Madrid;;;-;;;Gusen;;;31 de diciembre de 1941
Hernández Sánchez, Ángel;;;27;;;San Martín de la Vega del Alberche (Ávila);;;-;;;Gusen;;;13 de agosto de 1942
Hernández Sanz, Antonio;;;27;;;Madrid;;;-;;;Gusen;;;25 de noviembre de 1941
Hernández Vallejo, Antero;;;27;;;Madrid;;;-;;;Mauthausen;;;19 de marzo de 1943
Hernández, Manuel;;;34;;;Daimiel (Ciudad Real);;;-;;;Buchenwald (Alemania) ? desaparecido;;;00
Hernández, Manuel;;;29;;;Madrid;;;-;;;Buchenwald ?;;;6 de agosto de 1944
Hernando Azpioleta, Julio;;;25;;;Zierbena-Abanto (Vizcaya);;;-;;;Gusen (Austria);;;30 de noviembre de 1941
Hernando Hernando, Lucio;;;27;;;Madrid;;;-;;;Mauthausen;;;7 de marzo de 1944
Hernando Rodríguez, Marcelino;;;32;;;Madrid;;;-;;;Haurtheim;;;27 de septiembre de 1941
Hernanz Pazos, José;;;21;;;Perorrubio-Sepúlveda (Segovia);;;-;;;Hartheim;;;29 de septiembre de 1941
Herrada Hernández, Luis;;;31;;;La Unión (Murcia);;;-;;;Beneschau ? - campo nazi -;;;3 de marzo de 1944 ?
Herrada, Miquel;;;41;;;Almería;;;-;;;Mauthausen (Austria);;;27 de diciembre de 1940
Herranz Iglesias, Ramiro;;;24;;;Navalperal de Pinares (Ávila);;;-;;;Steyr;;;17 de enero de 1942
Herranz Martín, Francisco;;;24;;;Cercedilla (Madrid);;;-;;;Gusen (campo exterminio) Austria;;;31 de julio de 1942
Herranz Martínez, Ricardo;;;29;;;Esplegares (Guadalajara);;;-;;;Gusen (Austria);;;2 de noviembre de 1941
Herrera Altimita, José;;;38;;;Mataró (Barcelona);;;-;;;Gusen;;;14 de noviembre de 1941
Herrera Delgado, José;;;28;;;La Línea de la Concepción;;;-;;;Gusen;;;20 de febrero de 1942
Herrera Expósito, Guillermo;;;31;;;Puebla de Beleña (Guadalajara);;;-;;;Gusen;;;14 de septiembre de 1941
Herrera Perreras, Juan;;;48;;;Barcelona;;;-;;;Gusen;;;14 de septiembre de 1941
Herrera Sánchez, Francisco;;;23;;;Villacañas (Toledo);;;-;;;Gusen (Austria);;;7 de diciembre de 1941
Herrera, Carlos;;;30;;;Toledo;;;-;;;Neuengamme (Alemania) desaparecido ?;;;00
Herrero Alonso, Feliciano;;;41;;;Navaluenga (Ávila);;;-;;;Gusen;;;7 de diciembre de 1941
Herrero Alsina, José;;;59;;;Benaguasil (Valencia);;;-;;;Mauthausen;;;24 de enero de 1945
Herrero Catalina, Pedro;;;32;;;Arrabal de Portillo-Portillo (Valladolid);;;-;;;Gusen;;;26 de febrero de 1944
Herrero Esteban, Antonio;;;36;;;Alcañiz (Teruel);;;-;;;Gusen;;;8 de marzo de 1942
Herrero García, Julián;;;41;;;Nogueras (Teruel);;;-;;;Gusen;;;19 de mayo de 1941
Herrero Lorán, Alfonso;;;28;;;Alcañiz (Teruel);;;-;;;Mauthausen;;;24 de marzo de 1943
Herrero Pallarés, José;;;28;;;Beniel (Murcia);;;-;;;Gusen (campo exterminio) Austria;;;3 de febrero de 1942
Herrero Paus, Vicente;;;39;;;L&#039;Alcora (Castelló/Castellón);;;-;;;Mauthausen;;;22 de octubre de 1941
Herrero Toledo, Raimundo;;;31;;;Toledo;;;-;;;Gusen (Austria);;;10 de enero de 1942
Herrero, Agustín;;;31;;;Otero de Herreros (Segovia);;;-;;;Dora - Ellrich(Alemania) - desaparecido ?;;;00
Herrerop Monzón, Antonio;;;39;;;Alcañiz (Teruel);;;-;;;Gusen;;;28 de noviembre de 1941
Herruso García, Manuel;;;28;;;Fuente Palmera (Córdoba);;;-;;;Hartheim;;;2 de febrero de 1942
Herta Pardo, Juan;;;23;;;Alcazar de San Juan (Ciudad Real);;;-;;;Gusen;;;17 de noviembre de 1941
Hidalgo Bustos, Cesáreo;;;36;;;Aranjuez (Madrid);;;-;;;Gusen (campo exterminio) Austria;;;2 de marzo de 1942
Hidalgo Cerrillo, Julio;;;31;;;Madrid;;;-;;;Hartheim;;;27 de septiembre de 1941
Hidalgo Martín, Cecilio;;;25;;;Quintana de la Serena (Badajoz);;;-;;;Gusen;;;5 de marzo de 1942
Hidalgo Moreno, Antonio;;;28;;;Fuentes de Andalucía (Sevilla);;;-;;;Hartheim;;;19 de diciembre de 1941
Hidalgo Pérez, Pedro;;;36;;;Nava del Rey (Valladolid);;;-;;;Gusen;;;13 de agosto de 1941
Hidalgo Reguero, José;;;37;;;Antequera (Málaga);;;-;;;Gusen;;;13 de diciembre de 1941
Hija Caballé, Juan de la;;;24;;;Barcelona;;;-;;;Gusen;;;12 de enero de 1944
Hijano Clavero, Antonio;;;51;;;Benamargosa (Málaga);;;-;;;Gusen;;;20 de octubre de 1941
